uri	predicate_id
http://dbpedia.org/ontology/starring	0
http://purl.org/dc/terms/subject	1
http://dbpedia.org/ontology/wikiPageWikiLink	2
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	3
http://dbpedia.org/ontology/producer	4
http://dbpedia.org/property/wikiPageUsesTemplate	5
http://dbpedia.org/ontology/distributor	6
http://dbpedia.org/property/cinematography	7
http://dbpedia.org/property/editing	8
http://dbpedia.org/property/distributor	9
http://dbpedia.org/property/music	10
http://dbpedia.org/ontology/writer	11
http://dbpedia.org/ontology/productionCompany	12
http://purl.org/linguistics/gold/hypernym	13
http://dbpedia.org/ontology/director	14
http://dbpedia.org/ontology/editing	15
http://dbpedia.org/ontology/cinematography	16
http://dbpedia.org/ontology/musicComposer	17
http://dbpedia.org/property/wordnet_type	18
http://dbpedia.org/property/director	19
http://dbpedia.org/property/country	20
http://dbpedia.org/property/producer	21
http://dbpedia.org/ontology/country	22
http://dbpedia.org/property/screenplay	23
http://dbpedia.org/property/studio	24
http://dbpedia.org/property/format	25
http://dbpedia.org/property/story	26
http://dbpedia.org/property/starring	27
http://dbpedia.org/property/nextTitle	28
http://dbpedia.org/property/label	29
http://dbpedia.org/property/prevTitle	30
http://dbpedia.org/ontology/language	31
http://dbpedia.org/property/writer	32
http://dbpedia.org/property/extra	33
http://dbpedia.org/ontology/wikiPageExternalLink	34
http://dbpedia.org/property/artist	35
http://dbpedia.org/property/rev	36
http://dbpedia.org/property/genre	37
http://dbpedia.org/property/type	38
http://dbpedia.org/ontology/executiveProducer	39
http://dbpedia.org/property/executiveProducer	40
http://dbpedia.org/ontology/network	41
http://dbpedia.org/property/company	42
http://dbpedia.org/ontology/author	43
http://dbpedia.org/ontology/company	44
http://dbpedia.org/property/network	45
http://dbpedia.org/property/allMusic	46
http://dbpedia.org/property/caption	47
http://dbpedia.org/property/chronology	48
http://dbpedia.org/property/narrator	49
http://dbpedia.org/ontology/narrator	50
http://dbpedia.org/property/language	51
http://www.w3.org/2002/07/owl#differentFrom	52
http://dbpedia.org/ontology/format	53
http://dbpedia.org/ontology/location	54
http://www.w3.org/2000/01/rdf-schema#seeAlso	55
http://dbpedia.org/property/audioFormat	56
http://dbpedia.org/property/title	57
http://dbpedia.org/property/colorProcess	58
http://dbpedia.org/property/allLyrics	59
http://dbpedia.org/property/allWriting	60
http://dbpedia.org/property/note	61
http://dbpedia.org/property/source	62
http://dbpedia.org/property/productionCompanies	63
http://www.w3.org/2002/07/owl#sameAs	64
http://dbpedia.org/ontology/genre	65
http://dbpedia.org/ontology/composer	66
http://dbpedia.org/ontology/person	67
http://dbpedia.org/ontology/creator	68
http://dbpedia.org/property/composer	69
http://dbpedia.org/property/producers	70
http://dbpedia.org/property/themeMusicComposer	71
http://dbpedia.org/property/lyrics	72
http://dbpedia.org/property/recorded	73
http://dbpedia.org/property/basedOn	74
http://dbpedia.org/property/writers	75
http://dbpedia.org/property/author	76
http://dbpedia.org/ontology/wikiPageDisambiguates	77
http://dbpedia.org/property/creator	78
http://dbpedia.org/property/owner	79
